TP_ha,FP_ha,TP_d2,FP_d2,TP_d4,FP_d4,TP_c4,FP_c4,TP_s2,FP_s2,TP_s4,FP_s4
0.772902722044008,0.00823248425554571,0.779012529532749,0.00471927441155922,0.712211162674631,0.0251973759034548,0.667200637545129,0.0395764151261744,0.779012529532749,0.00471927441155922,0.742635428028641,0.0160625303859532
0.76915150954104,0.007535091479685,0.776344016775809,0.00421185242768924,0.709164308742499,0.0246262137196406,0.664544199506547,0.0389865058247294,0.776344016775809,0.00421185242768924,0.740083637549154,0.0155063658962435
0.76562166687462,0.00697892698997529,0.773727827798417,0.00376067179671126,0.705477494737435,0.0240850469240354,0.661123029305342,0.0384228424879675,0.773727827798417,0.00376067179671126,0.737141431176118,0.0150339385319507
0.762297094420273,0.00649775097078824,0.770242259099307,0.00334948501667869,0.700929350822892,0.0236301168695313,0.656780155602871,0.0378841753080464,0.770242259099307,0.00334948501667869,0.733406318297626,0.0146040046342875
0.758344636611351,0.00611156034759656,0.766201253355765,0.00300078862874833,0.694505600656865,0.0231851852777635,0.651157361754537,0.0374254958300161,0.766201253355765,0.00300078862874833,0.728556306424153,0.0141528240033095
0.753321553774758,0.00572411991656283,0.760397338732074,0.00270958340155201,0.685453586795088,0.0227602506114685,0.642870080055383,0.0369243228853564,0.760397338732074,0.00270958340155201,0.721387948626098,0.0137378877997508
0.746559711494729,0.0053366794855291,0.752081882690086,0.00242087779003978,0.672622186087509,0.0223165688275428,0.631298474963071,0.0364031530152239,0.752081882690086,0.00242087779003978,0.711756348283176,0.0133042044785614
0.736932136057926,0.00495798770938968,0.739624798251581,0.00214716987263208,0.65497297275541,0.0217928993417262,0.615907233963768,0.0357495035138347,0.739624798251581,0.00214716987263208,0.697769799519426,0.0128705211573721
0.723066334477748,0.00459179401167071,0.72155296977698,0.00191720522969593,0.630545817518806,0.0212404842755426,0.593251037419552,0.0349271299537696,0.72155296977698,0.00191720522969593,0.67782638969946,0.0123368532088191
0.702189146438159,0.004233099161004,0.695511827186631,0.00167724212402343,0.596249592478255,0.0205343428447876,0.562557103355564,0.0338472959782433,0.695511827186631,0.00167724212402343,0.64942262721722,0.0117881875661617
0.672308243410222,0.00386940507896911,0.659207173992667,0.00150101921829519,0.551029772230563,0.0196307317749896,0.522456963691322,0.0324375127324174,0.659207173992667,0.00150101921829519,0.609938298189195,0.0110882951746169
0.632699142292506,0.00348571407146151,0.610618507323317,0.0013347947753033,0.495212374171372,0.0184871575995191,0.472262359480465,0.0305215573105635,0.610618507323317,0.0013347947753033,0.559787967945648,0.0103046656576551
