TP_J1,FP_J1,TP_J2,FP_J2,TP_J3,FP_J3,TP_J4,FP_J4,TP_J5,FP_J5
0.0108430970847605,0,0.0289270002777185,1.24980784204429e-06,0.0633238479712461,8.87363567851443e-05,0.0787593629378595,0.00121231360678296,0.100224187270832,0.00625153882590552
0.00946657919204035,0,0.0262262882718261,1.24980784204429e-06,0.0611986975403799,7.37386626806129e-05,0.0766664117559458,0.00107483474415809,0.0968392412246984,0.0056866256813015
0.00820678357677307,0,0.023674497792339,1.24980784204429e-06,0.0592908920399432,6.24903921022143e-05,0.0745412613250796,0.000933606458007081,0.0934663698969222,0.00519795081506218
0.00711603401850652,0,0.0213521269616386,0,0.0572220902947439,5.37417372079043e-05,0.0726012565756904,0.000803626442434476,0.0905764873034337,0.00465428440377292
0.00609370786426407,0,0.0188365606372231,0,0.0551693881740208,4.12436587874614e-05,0.0702829106511091,0.0006998923915448,0.0875175586529444,0.00418685627084836
0.00513980511404571,0,0.0165222396187609,0,0.0529194656534636,3.499461957724e-05,0.0678961413225037,0.000606156803391479,0.0848007470225757,0.00379191699276236
0.00436702313918528,0,0.0142602423798465,0,0.050705767287978,2.49961568408857e-05,0.0654610731204695,0.000528668717184733,0.0820275867065401,0.00341822444799112
0.00360631588268204,0,0.0122719387570285,0,0.0483189979593726,1.37478862624871e-05,0.0632715241916982,0.000448681015293899,0.079226252047671,0.00300078862874833
0.00286573315677412,0,0.0104687808156875,0,0.0458074565410762,6.24903921022143e-06,0.0608284061774259,0.000382441199665551,0.0761995226461343,0.00262584627613504
0.00231834592458131,0,0.00881856930687092,0,0.0428612252619208,3.74942352613286e-06,0.0585020104406065,0.00031495157619516,0.0731325441834069,0.00228964796662513
0.00191585531267483,0,0.00726898045103098,0,0.0395326279014542,3.74942352613286e-06,0.0562681875445255,0.000263709454671344,0.0697878471984641,0.00195469946495726
0.00156971338643526,0,0.0058039146236914,0,0.0359866856105581,3.74942352613286e-06,0.0540746137096352,0.000232464258620237,0.0669180891355709,0.00172473482202111
0.00121954655407663,0,0.00470511525318672,0,0.0322113236708754,2.49961568408857e-06,0.0519132391236974,0.000202468870411174,0.0636780397097238,0.00154351268492469
0.000937803125742092,0,0.00372303816013492,0,0.0281300688661437,1.24980784204429e-06,0.0495707437624017,0.000164974635149846,0.0604822642511863,0.00136978939488054
0.000692283852479141,0,0.0029019573118457,0,0.0240045400941023,1.24980784204429e-06,0.0469626045972478,0.000137478862624871,0.0572744140742917,0.00121106379894091
0.000535312513835615,0,0.0022056485532475,0,0.0195932429876073,0,0.0438272027304963,0.000103734050889676,0.0538894680281582,0.00104608916379107
0.000422615142501801,0,0.00173875944343598,0,0.0151859707872314,0,0.0403577336558625,7.74880862067457e-05,0.0502871770515953,0.000877365105115089
0.000293818146691728,0,0.00124369599079101,0,0.0113381605374055,0,0.0354956470640322,4.99923136817714e-05,0.0464313169895312,0.00072613835622773
0.000201245305953239,0,0.000929753313503963,0,0.00802163789529609,0,0.03051281328863,2.74957725249743e-05,0.0426076561764197,0.00059490853281308
0.000132821901929138,0,0.000587636293383457,0,0.00552217119535687,0,0.0244633793916757,1.24980784204429e-05,0.038651173461379,0.00045493005450412
9.65977468575545e-05,0,0.000398465705787412,0,0.00352179285418168,0,0.0179953552583386,0,0.0341996272936934,0.00032370023108947
5.2323779547842e-05,0,0.000233444554905757,0,0.0020567270268421,0,0.0117728503982645,0,0.0281381186783818,0.000197469639042997
2.41494367143886e-05,0,0.000132821901929138,0,0.00104647559095684,0,0.00697516230433925,0,0.0198347373547512,0.000114982321468074
8.04981223812955e-06,0,6.03735917859716e-05,0,0.000482988734287773,0,0.00313137696063239,0,0.0114468330026202,5.249192936586e-05
8.04981223812955e-06,0,2.81743428334534e-05,0,0.00016904605700072,0,0.00134029373764857,0,0.00653644753736119,1.24980784204429e-06
8.04981223812955e-06,0,1.60996244762591e-05,0,4.42739673097125e-05,0,0.000374316269073024,0,0.00253166594889174,0
0,0,0,0,0,0,0,0,0,0
