TP_wecs,FP_wecs,TP_ecs,FP_ecs,TP_agg,FP_agg
1,0.999998750192158,1,0.999998750192158,0.999995975093881,1
0.993793594764402,0.94204266094088,0.962447625909126,0.958311409620771,0.999995975093881,1
0.987241047602565,0.885027676994662,0.925837079850113,0.916654064437593,0.999991950187762,0.999997500384316
0.980982318587419,0.828271403271747,0.889113836419765,0.875331667756083,0.999987925281643,0.999997500384316
0.974715539760035,0.77213128481496,0.852467066205681,0.834054264156886,0.999987925281643,0.999995000768632
0.968348138279675,0.717067250910173,0.816041665828145,0.793479252564918,0.999971825657167,0.999992501152948
0.961690943558742,0.663229278498431,0.780473570453969,0.753127956576676,0.999959750938809,0.999991251345106
0.954482336699496,0.610801089332515,0.745324065316176,0.713450307015296,0.999947676220452,0.999983752498053
0.947418626460538,0.561067485874047,0.71049252776179,0.674877487586284,0.999931576595976,0.999980003074527
0.940447489062318,0.513196096100225,0.676397548027192,0.636932071693977,0.999891327534785,0.999966255188265
0.933548799974241,0.466911962285799,0.642620535876001,0.599759037048054,0.999859128285833,0.999943758647108
0.926295919147686,0.423397402649343,0.610397137486768,0.563749573503074,0.99978667997569,0.999911263643215
0.919151710786346,0.382687411810434,0.577751123955034,0.528266279059595,0.999726306383904,0.999858771713849
0.911778082776219,0.344485785310508,0.546131461483661,0.494074036116947,0.999609584106451,0.999785033051168
0.904376280423259,0.308563808314472,0.515441552325792,0.461152847749658,0.999428463331093,0.99966380169049
0.896930204102989,0.275323918947462,0.48609998671781,0.429002790820911,0.999178919151711,0.999483829361236
0.889447903627648,0.244896097225052,0.45691941735459,0.398479983702506,0.998885101005019,0.999258863949668
0.881788507283068,0.217170360057141,0.429397109312425,0.369275723857457,0.998349788491183,0.998938913142104
0.874269982652655,0.191723022585278,0.402925301767336,0.340895087380315,0.997742027667205,0.998420242887656
0.86692855389148,0.1686028273153,0.377029055797274,0.314281679191824,0.997025594378011,0.99778659031174
0.859385879824353,0.147737285392371,0.351982065018333,0.288496893602609,0.995967044068697,0.996882979241942
0.851617811014558,0.128978919491128,0.328512837438067,0.264096895102378,0.994642849955525,0.995641920054792
0.843934265233263,0.112386470580148,0.30551854877985,0.240999196373558,0.993008738071185,0.994062162942448
0.835892502807372,0.0975512514950826,0.283892728202115,0.219538745917815,0.990795039705699,0.991921242109026
0.827488498830765,0.0843757772242518,0.263224835280717,0.199469331590268,0.98790515711221,0.989170415048686
0.819358188470254,0.0727775604500808,0.243579268513562,0.180680970300816,0.984282741605052,0.985660954628226
0.81042289688593,0.0626641153922584,0.225004326774078,0.163038682802519,0.979939867902581,0.98127412910265
0.800835570510318,0.0539504551175257,0.207330964005265,0.146781182393207,0.974433796331701,0.975812468832917
0.791505838126326,0.0463616219006328,0.190784574949789,0.131672255390734,0.967780626516886,0.968956023011462
0.781121580339139,0.0396726503300118,0.175671052472701,0.117433194646323,0.959666415780852,0.960962252053747
0.770375081001236,0.033951030029133,0.161294087815402,0.104701402159418,0.949994566376739,0.95112126510549
